category,city,email,name,phones,products,site,social
Цветной металл,Московская область,,Пункт приёма черных и цветных металлов,+7 (915) 138-06-95,,,"https://viber.click/89151380695,https://vk.com/club186454427,https://wa.me/89151380695"
Строительная компания,Брянская область,,Строймир,+7 (920) 840-73-95,,www.so32.ru,"https://twitter.com/stroymir32,https://vk.com/so32ru,https://www.facebook.com/StroymirBryansk/,https://www.instagram.com/magazin.stroymir/"
Строительная компания,Брянская область,,Монтаж-Строй Брянск,+7 (4832) 59-02-30,,oooms32.ru,http://vk.com/club80161795
Строительная компания,Брянская область,,Государственная строительная инспекция Брянской области,+7 (4832) 74-21-03,,www.gsi32.ru,
Строительная компания,Брянская область,,СК Панорама,+7 (919) 192-48-00,"Бетон, гранит и конструкции из них,Очистка кирпича (фасада),Очистка дерева",panorama-32.ru,
Строительная компания,Брянская область,,БрянскСтальКонструкция,+7 (920) 838-61-08,,bsklstk.ru,https://vk.com/bsklstk/
Строительная компания,Брянская область,,ГК Инстрой,+7 (4832) 26-08-32,,www.instroy-bryansk.ru,
Металлопрокат,Воронежская область,,Корпорация Металлинвест,+7 (473) 207-55-55,,metplus-vrn.ru,
Цветной металл,Белгородская область,,Воронеж-Втормет,+7 (473) 205-20-04,,vrnlom.ru,
Цветной металл,Белгородская область,,Авиатитан,+380 (67) 914-69-91,,aviatitan.net,"https://ok.ru/group/54671523905548,https://vk.com/aviatitan,https://www.facebook.com/aviatitan"
Цветной металл,Белгородская область,,Кор-Мет,+380 (572) 99-09-13,,www.kor-met.com.ua,
Цветной металл,Белгородская область,,Комбинат алюминиевых сплавов Курский филиал,+7 (910) 276-02-92,"Закупка лома алюминия у частных лиц и организаций,Вывоз лома алюминия по Курской области от 1тн",alumlom.tilda.ws,"https://viber.click/79102760292,https://wa.me/79102760292"
Цветной металл,Белгородская область,,Вторчермет,+380 (67) 812-75-86,,metallobruxt.com.ua,"https://t.me/Scrapkharkov,https://twitter.com/Metallobruxt,https://viber.click/0678127586,https://vk.com/metallobruxt,https://wa.me/0678127586,https://www.facebook.com/Priem.metalloloma.Kh,https://www.instagram.com/metallobruxt/?hl=ru,https://www.youtube.com/channel/UCCACpbZKP5bOYw7RetKobVw"
Цветной металл,Белгородская область,,Лайфмет,+380 (50) 624-15-03,,www.lubmet.com,
Цветной металл,Белгородская область,,000 Озим,,,,
Цветной металл,Белгородская область,,ЛеРоНа,+7 (4722) 57-86-76,,www.лерона.рф,
Цветной металл,Белгородская область,,ЛомовЪ,+7 (4722) 77-78-59,Черный лом от,belgorod.priem-metallolom.com,https://vk.com/public188773973
Цветной металл,Белгородская область,,БелТехМет,+7 (919) 221-38-44,,,
Цветной металл,Белгородская область,,БелТехМет,+7 (47244) 4-54-11,,,
Чёрный металлопрокат,Белгородская область,,Лом Инвест,+7 (4722) 77-79-31,Черный лом от,belgorod.lom-invest.ru,https://vk.com/priem_loma_v_belgorode
Чёрный металлопрокат,Белгородская область,,Белгородский абразивный завод,+7 (4722) 77-70-01,,www.belabraziv.ru,"http://facebook.com/oaobaz,https://vk.com/belabraziv,https://www.youtube.com/channel/UCw2_RsybA7LVdYAv64f5iUg"
Чёрный металлопрокат,Белгородская область,,Пункт приема лома цветных и черных металлов,,,,
Чёрный металлопрокат,Белгородская область,,ТНМК-Белгород,+7 (4722) 40-26-68,Труба медная 12х1 М2М,tnmk-belgorod.ru,
Чёрный металлопрокат,Белгородская область,,Стальстрой31,+7 (4722) 56-91-37,,,
Чёрный металлопрокат,Белгородская область,,Юнисталь,+7 (915) 520-73-13,,unistal31.ru,
Чёрный металлопрокат,Белгородская область,,Стальдепо,+7 (4722) 37-30-88,,staldepo.ru,"https://viber.click/79107373088,https://vk.com/staldepo,https://wa.me/79107373088,https://www.instagram.com/rezka__31,https://youtube.com/channel/UCD1L_0zRd_G_VlOlZy1vYGw"
Чёрный металлопрокат,Белгородская область,,Металл 31,+7 (980) 374-04-23,,metal31.ru,
Чёрный металлопрокат,Белгородская область,,Промстрой,+7 (904) 533-03-03,,www.promstroy31.ru,"https://vk.com/club144514819,https://www.facebook.com/promstroy31.ru"
Строительные материалы,Белгородская область,,Строитель,+7 (47248) 3-14-19,,,
Строительные материалы,Белгородская область,,СтройМастер,8 (800) 600-55-45,,stroymaster.shop,
Строительные материалы,Белгородская область,,Радуга,+7 (910) 360-07-94,,,
Цветной металл,Московская область,,Прием лома,+7 (925) 741-50-51,,,https://wa.me/79257415051
Цветной металл,Московская область,,Цвет Мет,+7 (929) 653-96-39,"Медь от,Алюминий от,АКБ от",,https://wa.me/79296539639
Цветной металл,Брянская область,,Пункт приема лома,,,,
Цветной металл, Калужская область,,ВторМетГарант,+7 (910) 515-28-47,,vmg40.ru,
Цветной металл, Калужская область,,Приём металла Цветного и черного,+7 (900) 577-47-60,,,https://vk.com/id584338935
Строительная компания,Брянская область,,Управление капитального строительства Брянской области,,,www.dsbrobl.ru,"https://vk.com/public170331968,https://www.instagram.com/architecture_32/,https://www.ok.ru/group/55746307358742"
Цветной металл, Калужская область,,Реалит,+7 (484) 399-72-63,,www.realit.ru,"https://vk.com/company_realit,https://www.facebook.com/realit.ru/,https://www.instagram.com/realit_official/"
Цветной металл, Калужская область,,Приём металла,+7 (900) 580-31-89,,,https://vk.com/club192329301
Цветной металл, Калужская область,,Вторчермет,+7 (915) 893-09-30,,,
Цветной металл, Калужская область,,Приём металлолома,+7 (906) 725-97-00,,,https://instagram.com/metall_lom
Цветной металл, Калужская область,,Приём металла цветного и черного,+7 (902) 988-10-13,,,https://ok.ru/profile/561258971677
Цветной металл, Калужская область,,Прием цветного и черного металла,+7 (953) 335-35-21,,,"https://viber.click/79533353521,https://vk.com/id584035123,https://wa.me/79533353521"
Цветной металл, Калужская область,,Прием цветного и черного металла,+7 (900) 578-21-76,,,https://ok.ru/profile/561258971677
Цветной металл, Калужская область,,Приём металла цветного и черного,+7 (902) 932-03-37,,,https://vk.com/id584338935
Цветной металл, Калужская область,,Приём цветного и чёрного металла,+7 (902) 398-27-85,,,https://www.instagram.com/1967sergeii?r=nametag
Чёрный металлопрокат, Калужская область,,"Калугаметаллис, офис",+7 (4842) 79-30-56,,,
Чёрный металлопрокат, Калужская область,,СтройМеталлСервис,+7 (910) 914-12-43,,,
Чёрный металлопрокат, Калужская область,,Фаворит,+7 (910) 919-57-03,,www.gkf40.ru,
Чёрный металлопрокат, Калужская область,,СтальИнвест,+7 (4842) 27-77-11,,kaluga.stalinvest.net,
Чёрный металлопрокат, Калужская область,,Вилси Плюс,+7 (4842) 22-41-02,,wilsi.ru,https://facebook.com/wilsi.metal
Чёрный металлопрокат, Калужская область,,СтальКор,+7 (4842) 40-11-40,,stalcor.ru,"https://ok.ru/profile/577693404233,https://vk.com/zskstalcor,https://wa.me/89208985577,https://www.instagram.com/stalcor.zsk?igshid=5dg9bcwcld87"
Строительные материалы, Калужская область,,Краски,,,,
Строительные материалы, Калужская область,,Стаханов,+7 (962) 373-33-99,,stakhanow.ru,
